year,sport,event,gold_name,gold_noc,tie_gold,silver_name,silver_noc,tie_silver,bronze_name,bronze_noc,tie_bronze
2022,Cross Country Skiing,"50 kilometres, Men",Aleksandr Bolshunov,ROC,False,Ivan Yakimushkin,ROC,False,Simen Hegstad Krüger,NOR,False
2022,Cross Country Skiing,"Skiathlon, Men",Aleksandr Bolshunov,ROC,False,Denis Spitsov,ROC,False,Iivo Niskanen,FIN,False
2022,Cross Country Skiing,"Relay, Men",ROC,ROC,False,Norway,NOR,False,France,FRA,False
2022,Cross Country Skiing,"Team Sprint, Men",Norway,NOR,False,Finland,FIN,False,ROC,ROC,False
2022,Cross Country Skiing,"Sprint, Women",Jonna Sundling,SWE,False,Maja Dahlqvist,SWE,False,Jessie Diggins,USA,False
2022,Cross Country Skiing,"10 kilometres, Women",Therese Johaug,NOR,False,Kerttu Niskanen,FIN,False,Krista Pärmäkoski,FIN,False
2022,Cross Country Skiing,"30 kilometres, Women",Therese Johaug,NOR,False,Jessie Diggins,USA,False,Kerttu Niskanen,FIN,False
2022,Cross Country Skiing,"Skiathlon, Women",Therese Johaug,NOR,False,Nataliya Nepryayeva,ROC,False,Teresa Stadlober,AUT,False
2022,Cross Country Skiing,"Relay, Women",ROC,ROC,False,Germany,GER,False,Sweden,SWE,False
2022,Cross Country Skiing,"Team Sprint, Women",Germany,GER,False,Sweden,SWE,False,ROC,ROC,False
2022,Curling,"Team, Men",Sweden,SWE,False,Great Britain,GBR,False,Canada,CAN,False
2022,Curling,"Team, Women",Great Britain,GBR,False,Japan,JPN,False,Sweden,SWE,False
2022,Curling,"Doubles, Mixed",Italy,ITA,False,Norway,NOR,False,Sweden,SWE,False
2022,Figure Skating,"Singles, Men",Nathan Chen,USA,False,Yuma Kagiyama,JPN,False,Shoma Uno,JPN,False
2022,Figure Skating,"Singles, Women",Anna Shcherbakova,ROC,False,Aleksandra Trusova,ROC,False,Kaori Sakamoto,JPN,False
2022,Figure Skating,"Pairs, Mixed",People's Republic of China 1,CHN,False,ROC 1,ROC,False,ROC 2,ROC,False
2022,Figure Skating,"Ice Dance, Mixed",France,FRA,False,ROC 1,ROC,False,United States 1,USA,False
2022,Figure Skating,"Team, Mixed",United States,USA,False,Japan,JPN,False,ROC,ROC,False
2022,Freestyle Skiing,"Moguls, Men",Walter Wallberg,SWE,False,Mikaël Kingsbury,CAN,False,Ikuma Horishima,JPN,False
2022,Freestyle Skiing,"Aerials, Men",Qi Guangpu,CHN,False,Oleksandr Abramenko,UKR,False,Ilya Burov,ROC,False
2022,Freestyle Skiing,"Ski Cross, Men",Ryan Regez,SUI,False,Alex Fiva,SUI,False,Sergey Ridzik,ROC,False
2022,Freestyle Skiing,"Halfpipe, Men",Nico Porteous,NZL,False,David Wise,USA,False,Alex Ferreira,USA,False
2022,Freestyle Skiing,"Slopestyle, Men",Alex Hall,USA,False,Nick Goepper,USA,False,Jesper Tjäder,SWE,False
2022,Freestyle Skiing,"Big Air, Men",Birk Ruud,NOR,False,Colby Stevenson,USA,False,Henrik Harlaut,SWE,False
2022,Freestyle Skiing,"Moguls, Women",Jakara Anthony,AUS,False,Jaelin Kauf,USA,False,Anastasiya Smirnova,ROC,False
2022,Freestyle Skiing,"Aerials, Women",Xu Mengtao,CHN,False,Hanna Huskova,BLR,False,Megan Nick,USA,False
2022,Freestyle Skiing,"Ski Cross, Women",Sandra Näslund,SWE,False,Marielle Thompson,CAN,False,Fanny SmithDaniela Maier,SUIGER,True
2022,Freestyle Skiing,"Halfpipe, Women",Eileen Gu,CHN,False,Cassie Sharpe,CAN,False,Rachael Karker,CAN,False
2022,Freestyle Skiing,"Slopestyle, Women",Mathilde Gremaud,SUI,False,Eileen Gu,CHN,False,Kelly Sildaru,EST,False
2022,Freestyle Skiing,"Big Air, Women",Eileen Gu,CHN,False,Tess Ledeux,FRA,False,Mathilde Gremaud,SUI,False
2022,Freestyle Skiing,"Team Aerials, Mixed",United States,USA,False,People's Republic of China,CHN,False,Canada,CAN,False
2022,Ice Hockey,"Ice Hockey, Men",Finland,FIN,False,ROC,ROC,False,Slovakia,SVK,False
2022,Ice Hockey,"Ice Hockey, Women",Canada,CAN,False,United States,USA,False,Finland,FIN,False
2022,Luge,"Singles, Men",Johannes Ludwig,GER,False,Wolfgang Kindl,AUT,False,Dominik Fischnaller,ITA,False
2022,Luge,"Doubles, Men",Germany,GER,False,Germany,GER,False,Austria,AUT,False
2022,Luge,"Singles, Women",Natalie Geisenberger,GER,False,Anna Berreiter,GER,False,Tatyana Ivanova,ROC,False
2022,Luge,"Team Relay, Mixed",Germany,GER,False,Austria,AUT,False,Latvia,LAT,False
2022,Nordic Combined,"Team, Men",Norway,NOR,False,Germany,GER,False,Japan,JPN,False
2022,Nordic Combined,"Individual, Men",Vinzenz Geiger,GER,False,Jørgen Graabak,NOR,False,Lukas Greiderer,AUT,False
2022,Nordic Combined,"Sprint, Men",Jørgen Graabak,NOR,False,Jens Lurås Oftebro,NOR,False,Akito Watabe,JPN,False
2022,Short Track Speed Skating,"500 metres, Men",Shaoang Liu,HUN,False,Konstantin Ivliyev,ROC,False,Steven Dubois,CAN,False
2022,Short Track Speed Skating,"1,000 metres, Men",Ren Ziwei,CHN,False,Li Wenlong,CHN,False,Shaoang Liu,HUN,False
2022,Short Track Speed Skating,"1,500 metres, Men",Hwang Dae-Heon,KOR,False,Steven Dubois,CAN,False,Semyon Yelistratov,ROC,False
2022,Short Track Speed Skating,"Relay, Men",Canada,CAN,False,Republic of Korea,KOR,False,Italy,ITA,False
2022,Short Track Speed Skating,"500 metres, Women",Arianna Fontana,ITA,False,Suzanne Schulting,NED,False,Kim Boutin,CAN,False
2022,Short Track Speed Skating,"1,000 metres, Women",Suzanne Schulting,NED,False,Choi Min-Jeong,KOR,False,Hanne Desmet,BEL,False
2022,Short Track Speed Skating,"1,500 metres, Women",Choi Min-Jeong,KOR,False,Arianna Fontana,ITA,False,Suzanne Schulting,NED,False
2022,Short Track Speed Skating,"Relay, Women",Netherlands,NED,False,Republic of Korea,KOR,False,People's Republic of China,CHN,False
2022,Short Track Speed Skating,"Relay, Mixed",People's Republic of China,CHN,False,Italy,ITA,False,Hungary,HUN,False
2022,Skeleton,"Skeleton, Men",Christopher Grotheer,GER,False,Axel Jungk,GER,False,Yan Wengang,CHN,False
2022,Skeleton,"Skeleton, Women",Hannah Neise,GER,False,Jackie Narracott,AUS,False,Kimberley Bos,NED,False
2022,Ski Jumping,"Normal Hill, Individual, Men",Ryoyu Kobayashi,JPN,False,Manuel Fettner,AUT,False,Dawid Kubacki,POL,False
2022,Ski Jumping,"Large Hill, Individual, Men",Marius Lindvik,NOR,False,Ryoyu Kobayashi,JPN,False,Karl Geiger,GER,False
2022,Ski Jumping,"Large Hill, Team, Men",Austria,AUT,False,Slovenia,SLO,False,Germany,GER,False
2022,Ski Jumping,"Normal Hill, Individual, Women",Urša Bogataj,SLO,False,Katharina Althaus,GER,False,Nika Križnar,SLO,False
2022,Ski Jumping,"Normal Hill, Team, Mixed",Slovenia,SLO,False,ROC,ROC,False,Canada,CAN,False
2022,Snowboarding,"Parallel Giant Slalom, Men",Benjamin Karl,AUT,False,Tim Mastnak,SLO,False,Vic Wild,ROC,False
2022,Snowboarding,"Slopestyle, Men",Max Parrot,CAN,False,Su Yiming,CHN,False,Mark McMorris,CAN,False
2022,Snowboarding,"Halfpipe, Men",Ayumu Hirano,JPN,False,Scotty James,AUS,False,Jan Scherrer,SUI,False
2022,Snowboarding,"Cross, Men",Alessandro Hämmerle,AUT,False,Éliot Grondin,CAN,False,Omar Visintin,ITA,False
2022,Snowboarding,"Big Air, Men",Su Yiming,CHN,False,Mons Røisland,NOR,False,Max Parrot,CAN,False
2022,Snowboarding,"Parallel Giant Slalom, Women",Ester Ledecká,CZE,False,Daniela Ulbing,AUT,False,Gloria Kotnik,SLO,False
2022,Snowboarding,"Slopestyle, Women",Zoi Sadowski-Synnott,NZL,False,Julia Marino,USA,False,Tess Coady,AUS,False
2022,Snowboarding,"Halfpipe, Women",Chloe Kim,USA,False,Queralt Castellet,ESP,False,Sena Tomita,JPN,False
2022,Snowboarding,"Cross, Women",Lindsey Jacobellis,USA,False,Chloé Trespeuch,FRA,False,Meryeta O'Dine,CAN,False
2022,Snowboarding,"Big Air, Women",Anna Gasser,AUT,False,Zoi Sadowski-Synnott,NZL,False,Kokomo Murase,JPN,False
2022,Snowboarding,"Team Cross, Mixed",United States 1,USA,False,Italy 1,ITA,False,Canada 1,CAN,False
2022,Speed Skating,"500 metres, Men",Gao Tingyu,CHN,False,Cha Min-Gyu,KOR,False,Wataru Morishige,JPN,False
2022,Speed Skating,"1,000 metres, Men",Thomas Krol,NED,False,Laurent Dubreuil,CAN,False,Håvard Lorentzen,NOR,False
2022,Speed Skating,"1,500 metres, Men",Kjeld Nuis,NED,False,Thomas Krol,NED,False,Min-Seok Kim,KOR,False
2022,Speed Skating,"5,000 metres, Men",Nils van der Poel,SWE,False,Patrick Roest,NED,False,Hallgeir Engebråten,NOR,False
2022,Speed Skating,"10,000 metres, Men",Nils van der Poel,SWE,False,Patrick Roest,NED,False,Davide Ghiotto,ITA,False
2022,Speed Skating,"Mass Start, Men",Bart Swings,BEL,False,Jeong Jae-Won,KOR,False,Lee Seung-Hun,KOR,False
2022,Speed Skating,"Team Pursuit (8 laps), Men",Norway,NOR,False,ROC,ROC,False,United States,USA,False
2022,Speed Skating,"500 metres, Women",Erin Jackson,USA,False,Miho Takagi,JPN,False,Angelina Golikova,ROC,False
2022,Speed Skating,"1,000 metres, Women",Miho Takagi,JPN,False,Jutta Leerdam,NED,False,Brittany Bowe,USA,False
2022,Speed Skating,"1,500 metres, Women",Ireen Wüst,NED,False,Miho Takagi,JPN,False,Antoinette de Jong,NED,False
2022,Speed Skating,"3,000 metres, Women",Irene Schouten,NED,False,Francesca Lollobrigida,ITA,False,Isabelle Weidemann,CAN,False
2022,Speed Skating,"5,000 metres, Women",Irene Schouten,NED,False,Isabelle Weidemann,CAN,False,Martina Sáblíková,CZE,False
2022,Speed Skating,"Mass Start, Women",Irene Schouten,NED,False,Ivanie Blondin,CAN,False,Francesca Lollobrigida,ITA,False
2022,Speed Skating,"Team Pursuit (6 laps), Women",Canada,CAN,False,Japan,JPN,False,Netherlands,NED,False
